source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,afcgwtb,"Assistance for Cattleshed, Gaman, Water Tank and Bucket","The scheme ""Assistance for Cattleshed, Gaman, Water Tank and Bucket"" introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat, aims to support livestock farmers by offering financial assistance for essential infrastructure such as cattle sheds, gaman, water tanks, and buckets.",,"Agriculture,Rural & Environment",,Animal Husbandry; Cattleshed; Water Tank; Shelter For Cattle,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20for%20Cattleshed%2C%20Gaman%2C%20Water%20Tank%20and%20Bucket,,,,,,,,
india.gov.in,eotmaf,Establishment of 1 to 20 Milch Animal Farm,"The ""Establishment of 1 to 20 Milch Animal Farm"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, provides financial assistance in the form of an interest subsidy to livestock farmers to take up animal husbandry as a sustainable business.",,"Agriculture,Rural & Environment",,Animal Husbandry; Rural Employment; Animal Farm,https://www.india.gov.in/my-government/schemes/search?keyword=Establishment%20of%201%20to%2020%20Milch%20Animal%20Farm,,,,,,,,
india.gov.in,fsss,Farm Storage Structure Scheme,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to help farmers to protect their harvested crops from damage due to natural calamities and store them safely for better financial returns by selling at optimal prices.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Crop Protection; Crop Storage,https://www.india.gov.in/my-government/schemes/search?keyword=Farm%20Storage%20Structure%20Scheme,,,,,,,,
india.gov.in,soipfsci,Intensive Fisheries Development Programme - Subsidy on Insurance Premium for Shrimp Crop Insurance,"The scheme aims to promote sustainable aquaculture by reducing financial risk of shrimp farmers through subsidized insurance coverage.Under this scheme, a 50% subsidy is provided on insurance premium paid by eligible fish farmers for shrimp crop insurance, helping them mitigate potential crop losses",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Subsidy; Farmer; Crop Insurance; Shrimp Crop; Insurance,https://www.india.gov.in/my-government/schemes/search?keyword=Intensive%20Fisheries%20Development%20Programme%20-%20Subsidy%20on%20Insurance%20Premium%20for%20Shrimp%20Crop%20Insurance,,,,,,,,
india.gov.in,mpfvcdes,Madhya Pradesh Fasal Vividhikaran (Crop Diversification) Encouragement Scheme,"The scheme aims to encourage crop diversification by providing necessary inputs to farmers who shift from growing wheat and paddy. Benefits are provided primarily to the implementing Company, Firm, or Institution to cover costs related to Human Resources and Marketing, benefiting farmers.",,"Agriculture,Rural & Environment",,Farmer; Institution; Crop; Diversification; Marketing; Agriculture,https://www.india.gov.in/my-government/schemes/search?keyword=Madhya%20Pradesh%20Fasal%20Vividhikaran%20%28Crop%20Diversification%29%20Encouragement%20Scheme,,,,,,,,
india.gov.in,copy-of-vea,Spice Area Expansion,"The scheme aims to promote and expand the cultivation of high-value spices such as ginger, chili, turmeric, and garlic among farmers by providing quality seeds and tubers at a subsidized rate, thereby increasing spice production and enhancing farmers’ income in Uttarakhand.",,"Agriculture,Rural & Environment",,Horticulture; Spice; Spice Seeds; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Spice%20Area%20Expansion,,,,,,,,
india.gov.in,apdccstaspstc,Assistance for Power Driven Chaff Cutter Scheme under Tribal Area Sub Plan (TASP- ST Category),"The scheme provides financial assistance to dairy farmers belonging to ST category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green & dry fodder which is economically important for their profitable dairy farming.",,"Agriculture,Rural & Environment",,Chaff Cutter; Scheduled Tribe; TASP; Dairy Farming; Fodder; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20for%20Power%20Driven%20Chaff%20Cutter%20Scheme%20under%20Tribal%20Area%20Sub%20Plan%20%28TASP-%20ST%20Category%29,,,,,,,,
india.gov.in,mffmpc8tds,Pradhan Mantri Matsya Sampada Yojana: Medium Fish Feed Mill of Production Capacity of 8 Ton/Day,"The scheme aims to promote fish feed self-sufficiency and affordability among fish farmers. Under this scheme, financial assistance is provided for setting up medium-sized fish feed mills with a production capacity of 8 tons per day, benefiting entrepreneurs and fish farmers.",,"Agriculture,Rural & Environment",,Subsidy; Fish Farmer; Entrepreneurs; Fish Production; Fish; Fish Feed; Mill,https://www.india.gov.in/my-government/schemes/search?keyword=Pradhan%20Mantri%20Matsya%20Sampada%20Yojana%3A%20Medium%20Fish%20Feed%20Mill%20of%20Production%20Capacity%20of%208%20Ton/Day,,,,,,,,
india.gov.in,cdpnerec,Coffee Development Programme in North Eastern Region: Expansion of Coffee,"The scheme ""Coffee Development Programme in North Eastern Region: Expansion of Coffee"" by the Coffee Board, Department of Commerce, Ministry of Commerce and Industry, aims to facilitate afforestation in the Jhum lands and help settle the tribals on a permanent footing.",Ministry Of Commerce And Industry,"Agriculture,Rural & Environment",,Agriculture; Farmer; DBT; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Coffee%20Development%20Programme%20in%20North%20Eastern%20Region%3A%20Expansion%20of%20Coffee,,,,,,,,
india.gov.in,cdpnerqucdy,Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Drying Yards,"The scheme ""Quality Upgradation / Certification: Drying Yards"" aims to facilitate the improvement of the quality of coffee produced by growers by encouraging them to establish infrastructure for quality enhancement and obtain certification for their coffees, enabling them to earn better returns.",Ministry Of Commerce And Industry,"Agriculture,Rural & Environment",,Agriculture; Farmer; Subsidy; DBT,https://www.india.gov.in/my-government/schemes/search?keyword=Coffee%20Development%20Programme%20in%20North%20Eastern%20Region%3A%20Quality%20Upgradation%20/%20Certification%3A%20Drying%20Yards,,,,,,,,
india.gov.in,cdpnerqucsbp,Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Supply of Baby Pulpers,"The scheme ""Supply of Baby Pulpers"" aims to facilitate the improvement of the quality of coffee produced by growers by encouraging them to establish infrastructure for quality enhancement and obtain certification for their coffees, enabling them to earn better returns.",Ministry Of Commerce And Industry,"Agriculture,Rural & Environment",,Agriculture; Farmer; Subsidy; DBT,https://www.india.gov.in/my-government/schemes/search?keyword=Coffee%20Development%20Programme%20in%20North%20Eastern%20Region%3A%20Quality%20Upgradation%20/%20Certification%3A%20Supply%20of%20Baby%20Pulpers,,,,,,,,
india.gov.in,cdpnerqucsecoc,Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Support for Eco-Certification / Organic Certification,The scheme aims to encourage coffee growers to improve quality for higher returns and improve access to high-value specialty markets through the production of eco-certified coffees. It also encourages small growers to form groups/collectives to take up eco-certification.,Ministry Of Commerce And Industry,"Agriculture,Rural & Environment",,Agriculture; Farmer; Subsidy; DBT,https://www.india.gov.in/my-government/schemes/search?keyword=Coffee%20Development%20Programme%20in%20North%20Eastern%20Region%3A%20Quality%20Upgradation%20/%20Certification%3A%20Support%20for%20Eco-Certification%20/%20Organic%20Certification,,,,,,,,
india.gov.in,cdpnerwa,Coffee Development Programme in North Eastern Region: Water Augmentation,"The scheme ""Coffee Development Programme in North Eastern Region: Water Augmentation"" aims to improve the productivity and quality of coffee by facilitating the creation of infrastructure for water augmentation for irrigation and wet processing of coffee.",Ministry Of Commerce And Industry,"Agriculture,Rural & Environment",,Agriculture; Farmer; Subsidy; DBT,https://www.india.gov.in/my-government/schemes/search?keyword=Coffee%20Development%20Programme%20in%20North%20Eastern%20Region%3A%20Water%20Augmentation,,,,,,,,
india.gov.in,hpy,Hand Pump Yojana,The scheme aims to provide reliable and accessible drinking water facilities to farmers and villagers through the installation of hand pumps.,,"Utility & Sanitation; Agriculture,Rural & Environment",,Hand Pump; Villager; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Hand%20Pump%20Yojana,,,,,,,,
india.gov.in,fmuifdsgc,Fodder Minikits under Integrated Fodder Development Scheme (General Category),"The scheme “Fodder Minikits under Integrated Fodder Development Scheme” is implemented by the Directorate of Animal Husbandry, Government of Gujarat to provide an improved variety of fodder seeds to beneficiaries for widespread publicity, demonstration, and adaptation by farmers.",,"Agriculture,Rural & Environment",,Fodder Minikits; Farmer; Seed,https://www.india.gov.in/my-government/schemes/search?keyword=Fodder%20Minikits%20under%20Integrated%20Fodder%20Development%20Scheme%20%28General%20Category%29,,,,,,,,
india.gov.in,ihdpda,Integrated Horticultural Development Program Through Diversification of Agriculture,"Through this scheme, the farmers are provided subsidies through DBT mode for Organic Manures for Coconut Palms, Tools and Implements for Agricultural Purposes, Mud Pots or Cement Pots, Plant Protection Chemicals, Motor Pumpset for Irrigation Purposes, Biogas Unit, Planting Materials, etc.",,"Agriculture,Rural & Environment",,Horticulture; Subsidy; Farmer; DBT,https://www.india.gov.in/my-government/schemes/search?keyword=Integrated%20Horticultural%20Development%20Program%20Through%20Diversification%20of%20Agriculture,,,,,,,,
india.gov.in,mjpmsky,Mahatma Jyotiba Phule Mandi shramik kalyaan yojana,"The Agriculture Department of Rajasthan runs the Mahatma Jyotiba Phule Mandi Shramik Kalyan Yojana, a program that offers a range of assistance programs to improve the well-being of mandi laborers.",,"Agriculture,Rural & Environment",,Farmer; Agriculture; Financial Support,https://www.india.gov.in/my-government/schemes/search?keyword=Mahatma%20Jyotiba%20Phule%20Mandi%20shramik%20kalyaan%20yojana,,,,,,,,
india.gov.in,mhh,Maintenance of Horti Hubs,"The objective of the scheme is to procure good quality disease-free and commercially accepted varieties of the identified flowers and multiply and, to serve as a demonstration cum training ground for those who are interested in Floriculture and who intend to make this as their means of livelihood.",,"Agriculture,Rural & Environment",,Farmer; Agriculture; Floriculture; Flower,https://www.india.gov.in/my-government/schemes/search?keyword=Maintenance%20of%20Horti%20Hubs,,,,,,,,
india.gov.in,klpbs,Kam Lagat Pyaaj Bhandaran Sanrachna,Under the Kam Lagat Pyaaj Bhandaran Sanrachna yojana Construction of warehouses should be done at a high level to prevent moisture and dampness which occur due to direct contact of onions with soil.,,"Agriculture,Rural & Environment",,Farmer; Agriculture; Farming; Vegetables,https://www.india.gov.in/my-government/schemes/search?keyword=Kam%20Lagat%20Pyaaj%20Bhandaran%20Sanrachna,,,,,,,,
india.gov.in,mnny,Mukhyamantri Nijee Nalkup Yojana,The scheme provides financial assistance to support farmers in ensuring water availability through borewell construction and motor pump installation.,,"Agriculture,Rural & Environment",,Agriculture; Irrigation; Borewell; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhyamantri%20Nijee%20Nalkup%20Yojana,,,,,,,,
india.gov.in,ifsifnta,To Increase Fish Seed Production and Inland Fisheries Equipment in Non-Tribal Areas,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish seed production and promote inland fisheries in non-tribal areas.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Fish Farming,https://www.india.gov.in/my-government/schemes/search?keyword=To%20Increase%20Fish%20Seed%20Production%20and%20Inland%20Fisheries%20Equipment%20in%20Non-Tribal%20Areas,,,,,,,,
india.gov.in,sams,Supply of Agriculture Machineries Scheme,"The objective of the scheme is to distribute and sale of agricultural machinery such as Power Tillers, etc. to farmers at subsidized rates.",,"Agriculture,Rural & Environment",,Farmer; Agriculture Machineries; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Supply%20of%20Agriculture%20Machineries%20Scheme,,,,,,,,
india.gov.in,cmdrs,Chief Minister Drought Relief Scheme,"The Chief Minister Drought Relief Scheme aims to provide relief and financial assistance to families affected by drought in designated areas. The scheme ensures financial security, livelihood support, and basic resources for drought-hit communities.",,"Agriculture,Rural & Environment",,Financial Assistance; Farmer; Drought,https://www.india.gov.in/my-government/schemes/search?keyword=Chief%20Minister%20Drought%20Relief%20Scheme,,,,,,,,
india.gov.in,cmfm,Chief Minister Floriculture Mission,"This is a special scheme initiated during 2014-15 aimed at all-round development of floriculture sector in the State which incorporates cultivation, marketing, training etc. For the year 2015- 16 cultivation of Gerbera under Shade net house with tissue cultured planting materials is proposed.",,"Agriculture,Rural & Environment",,Farmer; Cultivation; Marketing; Trainning,https://www.india.gov.in/my-government/schemes/search?keyword=Chief%20Minister%20Floriculture%20Mission,,,,,,,,
